id,student_id,word_id,correct,created_at,updated_at,word_test_id
231,9,4085,true,2020-10-12 22:06:47 +0900,2020-10-12 22:06:47 +0900,38
232,9,4109,true,2020-10-12 22:06:50 +0900,2020-10-12 22:06:50 +0900,38
233,9,4093,true,2020-10-12 22:06:55 +0900,2020-10-12 22:06:55 +0900,38
234,9,4117,true,2020-10-12 22:06:59 +0900,2020-10-12 22:06:59 +0900,38
235,9,4101,true,2020-10-12 22:07:03 +0900,2020-10-12 22:07:03 +0900,38
236,9,4039,true,2020-10-12 22:07:07 +0900,2020-10-12 22:07:07 +0900,38
237,9,4124,false,2020-10-12 22:07:12 +0900,2020-10-12 22:07:12 +0900,38
238,9,4063,false,2020-10-12 22:07:17 +0900,2020-10-12 22:07:17 +0900,38
239,9,4047,true,2020-10-12 22:07:21 +0900,2020-10-12 22:07:21 +0900,38
240,9,4132,false,2020-10-12 22:07:26 +0900,2020-10-12 22:07:26 +0900,38
241,9,4071,true,2020-10-12 22:07:30 +0900,2020-10-12 22:07:30 +0900,38
242,9,4055,false,2020-10-12 22:07:35 +0900,2020-10-12 22:07:35 +0900,38
243,9,4102,true,2020-10-12 22:07:39 +0900,2020-10-12 22:07:39 +0900,38
244,9,4086,true,2020-10-12 22:07:42 +0900,2020-10-12 22:07:42 +0900,38
245,9,4110,false,2020-10-12 22:07:47 +0900,2020-10-12 22:07:47 +0900,38
246,9,4094,false,2020-10-12 22:07:52 +0900,2020-10-12 22:07:52 +0900,38
247,9,4118,true,2020-10-12 22:07:57 +0900,2020-10-12 22:07:57 +0900,38
248,9,4078,true,2020-10-12 22:08:01 +0900,2020-10-12 22:08:01 +0900,38
249,9,4040,true,2020-10-12 22:08:05 +0900,2020-10-12 22:08:05 +0900,38
250,9,4125,false,2020-10-12 22:08:10 +0900,2020-10-12 22:08:10 +0900,38
251,9,4064,false,2020-10-12 22:08:14 +0900,2020-10-12 22:08:14 +0900,38
252,9,4132,true,2020-10-12 22:08:25 +0900,2020-10-12 22:08:25 +0900,39
253,9,4123,true,2020-10-12 22:08:29 +0900,2020-10-12 22:08:29 +0900,39
254,9,4055,true,2020-10-12 22:08:33 +0900,2020-10-12 22:08:33 +0900,39
255,9,4092,false,2020-10-12 22:08:38 +0900,2020-10-12 22:08:38 +0900,39
256,9,4063,true,2020-10-12 22:08:42 +0900,2020-10-12 22:08:42 +0900,39
257,9,4054,true,2020-10-12 22:08:46 +0900,2020-10-12 22:08:46 +0900,39
258,9,4070,true,2020-10-12 22:08:51 +0900,2020-10-12 22:08:51 +0900,39
259,9,4110,true,2020-10-12 22:08:54 +0900,2020-10-12 22:08:54 +0900,39
260,9,4108,true,2020-10-12 22:08:58 +0900,2020-10-12 22:08:58 +0900,39
261,9,4124,true,2020-10-12 22:09:02 +0900,2020-10-12 22:09:02 +0900,39
262,9,4048,false,2020-10-12 22:09:23 +0900,2020-10-12 22:09:23 +0900,40
263,9,4133,false,2020-10-12 22:09:28 +0900,2020-10-12 22:09:28 +0900,40
264,9,4072,false,2020-10-12 22:09:32 +0900,2020-10-12 22:09:32 +0900,40
265,9,4056,true,2020-10-12 22:09:39 +0900,2020-10-12 22:09:39 +0900,41
266,9,4103,true,2020-10-12 22:09:43 +0900,2020-10-12 22:09:43 +0900,41
267,9,4087,false,2020-10-12 22:09:48 +0900,2020-10-12 22:09:48 +0900,41
268,9,4111,true,2020-10-12 22:09:53 +0900,2020-10-12 22:09:53 +0900,41
269,9,4095,true,2020-10-12 22:09:57 +0900,2020-10-12 22:09:57 +0900,41
270,9,4079,true,2020-10-12 22:10:02 +0900,2020-10-12 22:10:02 +0900,41
271,9,4041,false,2020-10-12 22:10:07 +0900,2020-10-12 22:10:07 +0900,41
272,9,4126,true,2020-10-12 22:10:12 +0900,2020-10-12 22:10:12 +0900,41
273,9,4065,true,2020-10-12 22:10:16 +0900,2020-10-12 22:10:16 +0900,41
274,9,4049,false,2020-10-12 22:10:20 +0900,2020-10-12 22:10:20 +0900,41
275,9,4134,false,2020-10-12 22:10:25 +0900,2020-10-12 22:10:25 +0900,41
276,9,4073,false,2020-10-12 22:10:29 +0900,2020-10-12 22:10:29 +0900,41
277,9,4057,true,2020-10-12 22:10:33 +0900,2020-10-12 22:10:33 +0900,41
278,9,4080,false,2020-10-12 22:10:38 +0900,2020-10-12 22:10:38 +0900,41
279,9,4104,true,2020-10-12 22:10:42 +0900,2020-10-12 22:10:42 +0900,41
280,9,4088,false,2020-10-12 22:10:47 +0900,2020-10-12 22:10:47 +0900,41
281,9,4112,false,2020-10-12 22:10:51 +0900,2020-10-12 22:10:51 +0900,41
282,9,4048,true,2020-10-12 22:10:59 +0900,2020-10-12 22:10:59 +0900,42
283,9,4049,true,2020-10-12 22:11:03 +0900,2020-10-12 22:11:03 +0900,42
