id,student_id,correct,created_at,updated_at,old_word_id,old_word_test_id
315,12,true,2020-10-24 16:59:25 +0900,2020-10-24 16:59:25 +0900,85,60
316,10,true,2020-10-24 23:32:50 +0900,2020-10-24 23:32:50 +0900,393,61
317,10,true,2020-10-24 23:32:57 +0900,2020-10-24 23:32:57 +0900,442,61
318,10,true,2020-10-24 23:33:01 +0900,2020-10-24 23:33:01 +0900,216,61
319,10,false,2020-10-24 23:33:07 +0900,2020-10-24 23:33:07 +0900,351,61
320,10,false,2020-10-24 23:33:14 +0900,2020-10-24 23:33:14 +0900,330,61
321,10,true,2020-10-24 23:33:20 +0900,2020-10-24 23:33:20 +0900,426,61
322,10,true,2020-10-24 23:33:26 +0900,2020-10-24 23:33:26 +0900,34,61
323,10,true,2020-10-24 23:33:29 +0900,2020-10-24 23:33:29 +0900,66,61
324,10,true,2020-10-24 23:33:33 +0900,2020-10-24 23:33:33 +0900,255,61
325,10,true,2020-10-24 23:33:37 +0900,2020-10-24 23:33:37 +0900,90,61
326,10,false,2020-10-24 23:33:44 +0900,2020-10-24 23:33:44 +0900,166,61
327,10,true,2020-10-24 23:33:48 +0900,2020-10-24 23:33:48 +0900,172,61
328,10,true,2020-10-24 23:33:54 +0900,2020-10-24 23:33:54 +0900,236,61
329,10,false,2020-10-24 23:34:01 +0900,2020-10-24 23:34:01 +0900,298,61
330,10,true,2020-10-24 23:34:05 +0900,2020-10-24 23:34:05 +0900,45,61
331,10,false,2020-10-24 23:34:10 +0900,2020-10-24 23:34:10 +0900,278,61
332,10,true,2020-10-24 23:34:15 +0900,2020-10-24 23:34:15 +0900,258,61
333,10,false,2020-10-24 23:34:22 +0900,2020-10-24 23:34:22 +0900,51,61
334,10,true,2020-10-24 23:34:28 +0900,2020-10-24 23:34:28 +0900,163,61
335,10,true,2020-10-24 23:34:32 +0900,2020-10-24 23:34:32 +0900,248,61
336,10,true,2020-10-24 23:34:37 +0900,2020-10-24 23:34:37 +0900,201,61
337,10,true,2020-10-24 23:34:40 +0900,2020-10-24 23:34:40 +0900,7,61
338,10,false,2020-10-24 23:34:46 +0900,2020-10-24 23:34:46 +0900,77,61
339,10,true,2020-10-24 23:34:49 +0900,2020-10-24 23:34:49 +0900,97,61
340,10,true,2020-10-24 23:34:55 +0900,2020-10-24 23:34:55 +0900,418,61
341,10,true,2020-10-24 23:34:58 +0900,2020-10-24 23:34:58 +0900,341,61
342,10,false,2020-10-24 23:35:03 +0900,2020-10-24 23:35:03 +0900,143,61
343,10,false,2020-10-24 23:35:09 +0900,2020-10-24 23:35:09 +0900,63,61
344,10,true,2020-10-24 23:35:14 +0900,2020-10-24 23:35:14 +0900,131,61
345,10,true,2020-10-24 23:35:19 +0900,2020-10-24 23:35:19 +0900,56,61
346,10,true,2020-10-24 23:35:25 +0900,2020-10-24 23:35:25 +0900,81,61
347,10,true,2020-10-24 23:35:30 +0900,2020-10-24 23:35:30 +0900,240,61
348,10,true,2020-10-24 23:35:37 +0900,2020-10-24 23:35:37 +0900,114,61
349,10,true,2020-10-24 23:35:43 +0900,2020-10-24 23:35:43 +0900,233,61
350,10,true,2020-10-24 23:35:47 +0900,2020-10-24 23:35:47 +0900,205,61
351,10,true,2020-10-24 23:35:52 +0900,2020-10-24 23:35:52 +0900,322,61
352,10,true,2020-10-24 23:35:56 +0900,2020-10-24 23:35:56 +0900,377,61
353,10,true,2020-10-24 23:36:03 +0900,2020-10-24 23:36:03 +0900,370,61
354,10,true,2020-10-24 23:36:09 +0900,2020-10-24 23:36:09 +0900,266,61
355,10,true,2020-10-24 23:36:15 +0900,2020-10-24 23:36:15 +0900,306,61
356,10,true,2020-10-24 23:36:18 +0900,2020-10-24 23:36:18 +0900,354,61
357,10,true,2020-10-24 23:36:23 +0900,2020-10-24 23:36:23 +0900,119,61
358,10,false,2020-10-24 23:36:27 +0900,2020-10-24 23:36:27 +0900,181,61
359,10,true,2020-10-24 23:36:31 +0900,2020-10-24 23:36:31 +0900,323,61
360,10,true,2020-10-24 23:36:38 +0900,2020-10-24 23:36:38 +0900,286,61
361,10,false,2020-10-24 23:36:44 +0900,2020-10-24 23:36:44 +0900,142,61
362,10,true,2020-10-24 23:36:50 +0900,2020-10-24 23:36:50 +0900,148,61
363,10,true,2020-10-24 23:36:55 +0900,2020-10-24 23:36:55 +0900,82,61
364,10,true,2020-10-24 23:36:59 +0900,2020-10-24 23:36:59 +0900,315,61
365,10,true,2020-10-24 23:37:05 +0900,2020-10-24 23:37:05 +0900,367,61
366,10,true,2020-10-25 22:52:13 +0900,2020-10-25 22:52:13 +0900,219,62
367,10,true,2020-10-25 22:52:17 +0900,2020-10-25 22:52:17 +0900,13,62
368,10,true,2020-10-25 22:52:21 +0900,2020-10-25 22:52:21 +0900,409,62
369,10,true,2020-10-25 22:52:27 +0900,2020-10-25 22:52:27 +0900,4,62
370,10,true,2020-10-25 22:52:30 +0900,2020-10-25 22:52:30 +0900,77,62
371,10,true,2020-10-25 22:52:36 +0900,2020-10-25 22:52:36 +0900,168,62
372,10,true,2020-10-25 22:52:41 +0900,2020-10-25 22:52:41 +0900,143,62
373,10,false,2020-10-25 22:52:47 +0900,2020-10-25 22:52:47 +0900,29,62
374,10,true,2020-10-25 22:52:51 +0900,2020-10-25 22:52:51 +0900,85,62
375,10,true,2020-10-25 22:52:57 +0900,2020-10-25 22:52:57 +0900,381,62
376,10,true,2020-10-25 22:53:03 +0900,2020-10-25 22:53:03 +0900,188,62
377,10,true,2020-10-25 22:53:09 +0900,2020-10-25 22:53:09 +0900,3,62
378,10,false,2020-10-25 22:53:15 +0900,2020-10-25 22:53:15 +0900,42,62
379,10,true,2020-10-25 22:53:20 +0900,2020-10-25 22:53:20 +0900,26,62
380,10,true,2020-10-25 22:53:23 +0900,2020-10-25 22:53:23 +0900,251,62
381,10,true,2020-10-25 22:53:28 +0900,2020-10-25 22:53:28 +0900,61,62
382,10,true,2020-10-25 22:53:33 +0900,2020-10-25 22:53:33 +0900,342,62
383,10,true,2020-10-25 22:53:38 +0900,2020-10-25 22:53:38 +0900,308,62
384,10,true,2020-10-25 22:53:45 +0900,2020-10-25 22:53:45 +0900,394,62
385,10,true,2020-10-25 22:53:48 +0900,2020-10-25 22:53:48 +0900,2,62
386,10,true,2020-10-25 22:53:53 +0900,2020-10-25 22:53:53 +0900,358,62
387,10,true,2020-10-25 22:53:57 +0900,2020-10-25 22:53:57 +0900,264,62
388,10,true,2020-10-25 22:54:01 +0900,2020-10-25 22:54:01 +0900,238,62
389,10,true,2020-10-25 22:54:07 +0900,2020-10-25 22:54:07 +0900,174,62
390,10,true,2020-10-25 22:54:11 +0900,2020-10-25 22:54:11 +0900,152,62
391,10,true,2020-10-25 22:54:16 +0900,2020-10-25 22:54:16 +0900,422,62
392,10,true,2020-10-25 22:54:23 +0900,2020-10-25 22:54:23 +0900,451,62
393,10,true,2020-10-25 22:54:26 +0900,2020-10-25 22:54:26 +0900,434,62
394,10,true,2020-10-25 22:54:33 +0900,2020-10-25 22:54:33 +0900,403,62
395,10,true,2020-10-25 22:54:37 +0900,2020-10-25 22:54:37 +0900,56,62
396,10,true,2020-10-25 22:54:41 +0900,2020-10-25 22:54:41 +0900,331,62
397,10,true,2020-10-25 22:54:44 +0900,2020-10-25 22:54:44 +0900,276,62
398,10,true,2020-10-25 22:54:48 +0900,2020-10-25 22:54:48 +0900,379,62
399,10,true,2020-10-25 22:54:54 +0900,2020-10-25 22:54:54 +0900,389,62
400,10,false,2020-10-25 22:55:01 +0900,2020-10-25 22:55:01 +0900,395,62
401,10,true,2020-10-25 22:55:07 +0900,2020-10-25 22:55:07 +0900,274,62
402,10,true,2020-10-25 22:55:11 +0900,2020-10-25 22:55:11 +0900,332,62
403,10,true,2020-10-25 22:55:16 +0900,2020-10-25 22:55:16 +0900,355,62
404,10,false,2020-10-25 22:55:21 +0900,2020-10-25 22:55:21 +0900,10,62
405,10,true,2020-10-25 22:55:26 +0900,2020-10-25 22:55:26 +0900,136,62
406,10,true,2020-10-25 22:55:30 +0900,2020-10-25 22:55:30 +0900,330,62
407,10,true,2020-10-25 22:55:35 +0900,2020-10-25 22:55:35 +0900,92,62
408,10,true,2020-10-25 22:55:38 +0900,2020-10-25 22:55:38 +0900,286,62
409,10,true,2020-10-25 22:55:42 +0900,2020-10-25 22:55:42 +0900,204,62
410,10,true,2020-10-25 22:55:45 +0900,2020-10-25 22:55:45 +0900,231,62
411,10,true,2020-10-25 22:55:49 +0900,2020-10-25 22:55:49 +0900,59,62
412,10,true,2020-10-25 22:55:54 +0900,2020-10-25 22:55:54 +0900,87,62
413,10,true,2020-10-25 22:55:58 +0900,2020-10-25 22:55:58 +0900,68,62
414,10,true,2020-10-25 22:56:04 +0900,2020-10-25 22:56:04 +0900,299,62
415,10,true,2020-10-25 22:56:07 +0900,2020-10-25 22:56:07 +0900,134,62
416,10,true,2020-10-26 23:02:44 +0900,2020-10-26 23:02:44 +0900,141,63
417,10,true,2020-10-26 23:02:48 +0900,2020-10-26 23:02:48 +0900,39,63
418,10,true,2020-10-26 23:02:52 +0900,2020-10-26 23:02:52 +0900,129,63
419,10,false,2020-10-26 23:02:56 +0900,2020-10-26 23:02:56 +0900,20,63
420,10,true,2020-10-26 23:03:02 +0900,2020-10-26 23:03:02 +0900,390,63
421,10,true,2020-10-26 23:03:08 +0900,2020-10-26 23:03:08 +0900,352,63
422,10,true,2020-10-26 23:03:11 +0900,2020-10-26 23:03:11 +0900,2,63
423,10,true,2020-10-26 23:03:17 +0900,2020-10-26 23:03:17 +0900,105,63
424,10,true,2020-10-26 23:03:22 +0900,2020-10-26 23:03:22 +0900,403,63
425,10,true,2020-10-26 23:03:26 +0900,2020-10-26 23:03:26 +0900,252,63
426,10,true,2020-10-26 23:03:30 +0900,2020-10-26 23:03:30 +0900,102,63
427,10,true,2020-10-26 23:03:37 +0900,2020-10-26 23:03:37 +0900,38,63
428,10,true,2020-10-26 23:03:41 +0900,2020-10-26 23:03:41 +0900,191,63
429,10,true,2020-10-26 23:03:45 +0900,2020-10-26 23:03:45 +0900,323,63
430,10,true,2020-10-26 23:03:50 +0900,2020-10-26 23:03:50 +0900,318,63
431,10,true,2020-10-26 23:03:54 +0900,2020-10-26 23:03:54 +0900,70,63
432,10,true,2020-10-26 23:04:00 +0900,2020-10-26 23:04:00 +0900,336,63
433,10,false,2020-10-26 23:04:07 +0900,2020-10-26 23:04:07 +0900,211,63
434,10,true,2020-10-26 23:04:10 +0900,2020-10-26 23:04:10 +0900,37,63
435,10,false,2020-10-26 23:04:15 +0900,2020-10-26 23:04:15 +0900,405,63
436,10,true,2020-10-26 23:04:20 +0900,2020-10-26 23:04:20 +0900,158,63
437,10,false,2020-10-26 23:04:26 +0900,2020-10-26 23:04:26 +0900,165,63
438,10,true,2020-10-26 23:04:30 +0900,2020-10-26 23:04:30 +0900,66,63
439,10,true,2020-10-26 23:04:35 +0900,2020-10-26 23:04:35 +0900,112,63
440,10,true,2020-10-26 23:04:38 +0900,2020-10-26 23:04:38 +0900,198,63
441,10,true,2020-10-26 23:04:42 +0900,2020-10-26 23:04:42 +0900,187,63
442,10,true,2020-10-26 23:04:45 +0900,2020-10-26 23:04:45 +0900,85,63
443,10,true,2020-10-26 23:04:49 +0900,2020-10-26 23:04:49 +0900,76,63
444,10,true,2020-10-26 23:04:53 +0900,2020-10-26 23:04:53 +0900,206,63
445,10,true,2020-10-26 23:04:58 +0900,2020-10-26 23:04:58 +0900,290,63
446,10,false,2020-10-26 23:05:05 +0900,2020-10-26 23:05:05 +0900,436,63
447,10,true,2020-10-26 23:05:09 +0900,2020-10-26 23:05:09 +0900,309,63
448,10,true,2020-10-26 23:05:12 +0900,2020-10-26 23:05:12 +0900,43,63
449,10,true,2020-10-26 23:05:17 +0900,2020-10-26 23:05:17 +0900,238,63
450,10,true,2020-10-26 23:05:22 +0900,2020-10-26 23:05:22 +0900,285,63
451,10,true,2020-10-26 23:05:25 +0900,2020-10-26 23:05:25 +0900,275,63
452,10,true,2020-10-26 23:05:30 +0900,2020-10-26 23:05:30 +0900,3,63
453,10,true,2020-10-26 23:05:33 +0900,2020-10-26 23:05:33 +0900,131,63
454,10,true,2020-10-26 23:05:37 +0900,2020-10-26 23:05:37 +0900,386,63
455,10,true,2020-10-26 23:05:41 +0900,2020-10-26 23:05:41 +0900,140,63
456,10,true,2020-10-26 23:05:46 +0900,2020-10-26 23:05:46 +0900,118,63
457,10,false,2020-10-26 23:05:50 +0900,2020-10-26 23:05:50 +0900,337,63
458,10,false,2020-10-26 23:05:55 +0900,2020-10-26 23:05:55 +0900,157,63
459,10,true,2020-10-26 23:05:59 +0900,2020-10-26 23:05:59 +0900,433,63
460,10,true,2020-10-26 23:06:05 +0900,2020-10-26 23:06:05 +0900,253,63
461,10,true,2020-10-26 23:06:09 +0900,2020-10-26 23:06:09 +0900,442,63
462,10,true,2020-10-26 23:06:12 +0900,2020-10-26 23:06:12 +0900,161,63
463,10,true,2020-10-26 23:06:19 +0900,2020-10-26 23:06:19 +0900,225,63
464,10,true,2020-10-26 23:06:24 +0900,2020-10-26 23:06:24 +0900,31,63
465,10,true,2020-10-26 23:06:27 +0900,2020-10-26 23:06:27 +0900,218,63
466,10,true,2020-10-31 22:44:12 +0900,2020-10-31 22:44:12 +0900,206,64
467,10,true,2020-10-31 22:44:16 +0900,2020-10-31 22:44:16 +0900,23,64
468,10,false,2020-10-31 22:44:23 +0900,2020-10-31 22:44:23 +0900,444,64
469,10,true,2020-10-31 22:44:28 +0900,2020-10-31 22:44:28 +0900,120,64
470,10,true,2020-10-31 22:44:32 +0900,2020-10-31 22:44:32 +0900,212,64
471,10,true,2020-10-31 22:44:35 +0900,2020-10-31 22:44:35 +0900,122,64
472,10,true,2020-10-31 22:44:39 +0900,2020-10-31 22:44:39 +0900,306,64
473,10,true,2020-10-31 22:44:43 +0900,2020-10-31 22:44:43 +0900,40,64
474,10,true,2020-10-31 22:44:48 +0900,2020-10-31 22:44:48 +0900,204,64
475,10,true,2020-10-31 22:44:51 +0900,2020-10-31 22:44:51 +0900,427,64
476,10,false,2020-10-31 22:44:57 +0900,2020-10-31 22:44:57 +0900,42,64
477,10,true,2020-10-31 22:45:01 +0900,2020-10-31 22:45:01 +0900,256,64
478,10,true,2020-10-31 22:45:05 +0900,2020-10-31 22:45:05 +0900,406,64
479,10,true,2020-10-31 22:45:10 +0900,2020-10-31 22:45:10 +0900,202,64
480,10,false,2020-10-31 22:45:15 +0900,2020-10-31 22:45:15 +0900,277,64
481,10,true,2020-10-31 22:45:20 +0900,2020-10-31 22:45:20 +0900,359,64
482,10,true,2020-10-31 22:45:27 +0900,2020-10-31 22:45:27 +0900,98,64
483,10,true,2020-10-31 22:45:30 +0900,2020-10-31 22:45:30 +0900,285,64
484,10,true,2020-10-31 22:45:33 +0900,2020-10-31 22:45:33 +0900,12,64
485,10,true,2020-10-31 22:45:37 +0900,2020-10-31 22:45:37 +0900,255,64
486,10,true,2020-10-31 22:45:42 +0900,2020-10-31 22:45:42 +0900,350,64
487,10,true,2020-10-31 22:45:46 +0900,2020-10-31 22:45:46 +0900,153,64
488,10,true,2020-10-31 22:45:50 +0900,2020-10-31 22:45:50 +0900,180,64
489,10,true,2020-10-31 22:45:54 +0900,2020-10-31 22:45:54 +0900,179,64
490,10,true,2020-10-31 22:45:58 +0900,2020-10-31 22:45:58 +0900,84,64
491,10,true,2020-10-31 22:46:02 +0900,2020-10-31 22:46:02 +0900,101,64
492,10,true,2020-10-31 22:46:06 +0900,2020-10-31 22:46:06 +0900,112,64
493,10,true,2020-10-31 22:46:12 +0900,2020-10-31 22:46:12 +0900,261,64
494,10,true,2020-10-31 22:46:16 +0900,2020-10-31 22:46:16 +0900,439,64
495,10,true,2020-10-31 22:46:19 +0900,2020-10-31 22:46:19 +0900,275,64
496,10,true,2020-10-31 22:46:23 +0900,2020-10-31 22:46:23 +0900,362,64
497,10,false,2020-10-31 22:46:27 +0900,2020-10-31 22:46:27 +0900,76,64
498,10,true,2020-10-31 22:46:31 +0900,2020-10-31 22:46:31 +0900,313,64
499,10,true,2020-10-31 22:46:34 +0900,2020-10-31 22:46:34 +0900,230,64
500,10,true,2020-10-31 22:46:37 +0900,2020-10-31 22:46:37 +0900,254,64
501,10,true,2020-10-31 22:46:41 +0900,2020-10-31 22:46:41 +0900,8,64
502,10,true,2020-10-31 22:46:46 +0900,2020-10-31 22:46:46 +0900,194,64
503,10,true,2020-10-31 22:46:49 +0900,2020-10-31 22:46:49 +0900,198,64
504,10,true,2020-10-31 22:46:53 +0900,2020-10-31 22:46:53 +0900,361,64
505,10,false,2020-10-31 22:46:59 +0900,2020-10-31 22:46:59 +0900,307,64
506,10,true,2020-10-31 22:47:04 +0900,2020-10-31 22:47:04 +0900,405,64
507,10,true,2020-10-31 22:47:08 +0900,2020-10-31 22:47:08 +0900,363,64
508,10,false,2020-10-31 22:47:11 +0900,2020-10-31 22:47:11 +0900,425,64
509,10,true,2020-10-31 22:47:16 +0900,2020-10-31 22:47:16 +0900,293,64
510,10,true,2020-10-31 22:47:19 +0900,2020-10-31 22:47:19 +0900,418,64
511,10,false,2020-10-31 22:47:23 +0900,2020-10-31 22:47:23 +0900,106,64
512,10,true,2020-10-31 22:47:27 +0900,2020-10-31 22:47:27 +0900,221,64
513,10,false,2020-10-31 22:47:31 +0900,2020-10-31 22:47:31 +0900,181,64
514,10,true,2020-10-31 22:47:36 +0900,2020-10-31 22:47:36 +0900,440,64
515,10,true,2020-10-31 22:47:39 +0900,2020-10-31 22:47:39 +0900,368,64
