id,name,meaning,kanji,part,old_wordbook_id,created_at,updated_at
430,よのなか,男女の仲　世間,世の中,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
431,よむ,詩歌を作る,詠む,動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
432,よもすがら,夜通し,夜もすがら,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
433,よろづ,種類が多いこと,万事,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
434,らうがはし,乱雑だむさくるしい,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
435,らうたし,かわいらしい,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
436,らうらうじ,才能がある,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
437,り,した,ー,助動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
438,れい,いつもふだん,例,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
439,わざ,行為,業,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
440,わたる,移動する,渡る,動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
441,わたる,一面にする,ー,動詞　四段活用,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
442,わづらふ,悩む,患う,動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
443,わびし,心細い,侘し,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
444,わぶ,寂しくなる,侘ぶ,動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
445,わりなし,常識外れだ,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
446,ゐる,弓を射る,射る,動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
447,をかし,面白い,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
448,をこ,馬鹿げていること。,痴,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
449,をこがまし,見苦しい,痴がまし,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
450,をこなり,見苦しい,痴なり,形容動詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
451,をさをさし,大人びている,ー,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
452,をし,かわいい　残念だ,惜し,形容詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
453,をりふし,季節,折節,名詞,1,2020-10-16 01:02:19 +0900,2020-10-16 01:02:19 +0900
